TargetVariable,age,job,marital,month,education,default,housing,loan,day_of_week,campaign,previous,poutcome,year,euribor3m,emp.var.rate,prod_indices
1,61,executives,married,may,high,0,0,0,wed,2,1,failure,2010,-1.14118,-0.689088,0.0331482
1,48,non-employed,married,may,intermediate,0,0,0,wed,1,3,success,2010,-1.14118,-0.689088,0.0331482
1,48,non-employed,married,may,intermediate,0,1,0,wed,1,2,success,2010,-1.14118,-0.689088,0.0331482
1,40,executives,married,may,intermediate,0,1,0,wed,1,4,success,2010,-1.14118,-0.689088,0.0331482
1,48,non-employed,married,may,intermediate,0,0,0,wed,1,1,success,2010,-1.14118,-0.689088,0.0331482
1,45,employees,married,may,intermediate,0,1,0,thu,1,2,success,2010,-1.14064,-0.689088,0.0331482
1,58,executives,married,may,high,0,0,0,thu,1,4,success,2010,-1.14064,-0.689088,0.0331482
1,31,employees,married,may,high,0,1,0,thu,1,1,success,2010,-1.14064,-0.689088,0.0331482
1,41,non-employed,married,may,basic,0,1,0,thu,1,4,success,2010,-1.14064,-0.689088,0.0331482
1,28,employees,single,may,intermediate,0,1,0,thu,1,1,success,2010,-1.14064,-0.689088,0.0331482
1,29,employees,single,may,high,0,0,0,thu,1,3,success,2010,-1.14064,-0.689088,0.0331482
1,39,employees,married,may,intermediate,0,1,0,thu,2,3,success,2010,-1.14064,-0.689088,0.0331482
1,70,non-employed,married,may,basic,0,1,0,thu,1,2,success,2010,-1.14064,-0.689088,0.0331482
1,40,employees,single,may,basic,0,1,0,thu,1,3,success,2010,-1.14064,-0.689088,0.0331482
1,29,employees,married,may,high,0,1,1,fri,3,2,failure,2010,-1.14011,-0.689088,0.0331482
1,52,executives,married,may,high,0,0,0,fri,2,1,success,2010,-1.14011,-0.689088,0.0331482
1,30,employees,single,may,intermediate,0,1,0,fri,5,0,nonexistent,2010,-1.14011,-0.689088,0.0331482
1,68,non-employed,married,may,basic,0,1,1,fri,1,1,success,2010,-1.14011,-0.689088,0.0331482
1,33,executives,married,may,intermediate,0,1,0,fri,4,4,success,2010,-1.14011,-0.689088,0.0331482
1,76,non-employed,married,may,basic,0,1,0,fri,2,2,success,2010,-1.14011,-0.689088,0.0331482
1,65,employees,married,may,high,0,1,0,fri,3,1,failure,2010,-1.14011,-0.689088,0.0331482
1,52,executives,married,may,high,0,1,0,fri,3,3,success,2010,-1.14011,-0.689088,0.0331482
1,33,employees,single,may,high,0,1,0,fri,5,0,nonexistent,2010,-1.14011,-0.689088,0.0331482
1,71,employees,married,may,basic,0,1,1,fri,4,2,success,2010,-1.14011,-0.689088,0.0331482
1,29,non-employed,single,may,high,0,1,0,mon,1,1,failure,2010,-1.13958,-0.689088,0.0331482
1,33,employees,married,may,high,0,1,0,mon,1,2,success,2010,-1.13958,-0.689088,0.0331482
1,60,employees,married,may,basic,0,1,0,mon,2,2,success,2010,-1.13958,-0.689088,0.0331482
1,63,non-employed,married,may,intermediate,0,1,1,mon,2,1,success,2010,-1.13958,-0.689088,0.0331482
1,33,executives,married,may,high,0,1,0,mon,1,0,nonexistent,2010,-1.13958,-0.689088,0.0331482
1,74,non-employed,divorced,may,high,0,1,0,tue,1,0,nonexistent,2010,-1.13799,-0.689088,0.0331482
1,47,employees,divorced,may,high,0,1,1,tue,1,3,failure,2010,-1.13799,-0.689088,0.0331482
1,50,non-employed,married,may,intermediate,0,0,0,tue,3,0,nonexistent,2010,-1.13799,-0.689088,0.0331482
1,48,employees,divorced,may,high,0,0,0,wed,3,0,nonexistent,2010,-1.13692,-0.689088,0.0331482
1,28,non-employed,single,may,intermediate,0,0,1,wed,1,5,success,2010,-1.13692,-0.689088,0.0331482
1,68,non-employed,married,may,intermediate,0,0,1,thu,1,1,failure,2010,-1.13586,-0.689088,0.0331482
1,46,employees,married,may,high,0,0,0,thu,1,0,nonexistent,2010,-1.13586,-0.689088,0.0331482
1,31,employees,married,may,intermediate,0,1,1,thu,2,0,nonexistent,2010,-1.13586,-0.689088,0.0331482
1,58,executives,married,may,high,0,1,0,thu,2,0,nonexistent,2010,-1.13586,-0.689088,0.0331482
1,46,employees,married,may,high,0,0,0,thu,3,0,nonexistent,2010,-1.13586,-0.689088,0.0331482
1,31,employees,single,may,basic,0,1,0,fri,4,0,nonexistent,2010,-1.13427,-0.689088,0.0331482
1,61,employees,married,may,basic,0,1,1,fri,1,2,success,2010,-1.13427,-0.689088,0.0331482
1,34,employees,married,may,high,0,1,0,fri,3,3,failure,2010,-1.13427,-0.689088,0.0331482
1,45,employees,married,may,intermediate,0,0,0,fri,1,1,failure,2010,-1.13427,-0.689088,0.0331482
1,24,non-employed,single,may,intermediate,0,0,1,mon,2,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,80,non-employed,married,may,basic,0,0,0,mon,1,3,success,2010,-1.1332,-0.689088,0.0331482
1,24,non-employed,single,may,intermediate,0,1,0,mon,1,2,failure,2010,-1.1332,-0.689088,0.0331482
1,76,non-employed,divorced,may,basic,0,1,0,mon,1,1,failure,2010,-1.1332,-0.689088,0.0331482
1,45,executives,single,may,high,0,0,0,tue,2,1,failure,2010,-1.1332,-0.689088,0.0331482
1,36,employees,married,may,high,0,0,0,tue,4,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,36,employees,married,may,high,0,1,0,tue,1,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,77,non-employed,divorced,may,basic,0,0,0,tue,1,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,22,non-employed,single,may,intermediate,0,1,0,tue,1,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,46,employees,married,may,intermediate,0,1,0,wed,1,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,69,non-employed,married,may,intermediate,0,0,0,wed,1,1,success,2010,-1.1332,-0.689088,0.0331482
1,31,executives,divorced,may,high,0,0,0,wed,3,3,success,2010,-1.1332,-0.689088,0.0331482
1,28,employees,single,may,high,0,0,0,wed,2,2,success,2010,-1.1332,-0.689088,0.0331482
1,28,employees,married,may,intermediate,0,0,1,wed,2,0,nonexistent,2010,-1.1332,-0.689088,0.0331482
1,70,non-employed,divorced,may,intermediate,0,1,0,wed,2,2,success,2010,-1.1332,-0.689088,0.0331482
1,29,employees,single,may,intermediate,0,1,0,thu,1,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,60,non-employed,married,may,intermediate,0,0,0,thu,3,1,success,2010,-1.13214,-0.689088,0.0331482
1,49,executives,married,may,high,0,1,0,thu,1,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,36,employees,married,may,high,0,1,1,thu,1,2,success,2010,-1.13214,-0.689088,0.0331482
1,37,non-employed,divorced,may,high,0,1,0,thu,1,1,failure,2010,-1.13214,-0.689088,0.0331482
1,43,executives,married,may,intermediate,0,0,0,thu,1,1,failure,2010,-1.13214,-0.689088,0.0331482
1,38,employees,single,may,basic,0,0,0,thu,2,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,37,non-employed,divorced,may,high,0,1,1,thu,2,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,32,employees,single,may,high,0,0,1,fri,3,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,29,executives,married,may,intermediate,0,0,0,fri,2,2,failure,2010,-1.13214,-0.689088,0.0331482
1,33,employees,married,may,high,0,1,0,fri,3,0,nonexistent,2010,-1.13214,-0.689088,0.0331482
1,56,non-employed,married,may,basic,0,0,0,mon,1,1,failure,2010,-1.13108,-0.689088,0.0331482
1,27,non-employed,single,may,basic,0,1,1,mon,1,0,nonexistent,2010,-1.13108,-0.689088,0.0331482
1,29,employees,married,jun,high,0,1,0,tue,1,0,nonexistent,2010,-1.13055,-0.630737,0.0818715
1,76,employees,married,jun,basic,0,1,0,tue,1,1,failure,2010,-1.13055,-0.630737,0.0818715
1,29,employees,married,jun,high,0,0,1,tue,3,1,success,2010,-1.13055,-0.630737,0.0818715
1,76,employees,married,jun,basic,0,0,0,tue,5,0,nonexistent,2010,-1.13055,-0.630737,0.0818715
1,51,executives,married,jun,high,0,1,0,tue,1,1,success,2010,-1.13055,-0.630737,0.0818715
1,39,executives,married,jun,high,0,0,1,tue,2,1,failure,2010,-1.13055,-0.630737,0.0818715
1,22,employees,single,jun,high,0,0,0,wed,1,1,success,2010,-1.12948,-0.630737,0.0818715
1,48,employees,divorced,jun,intermediate,0,0,0,wed,1,1,success,2010,-1.12948,-0.630737,0.0818715
1,29,executives,single,jun,intermediate,0,1,0,wed,2,1,success,2010,-1.12948,-0.630737,0.0818715
1,34,employees,married,jun,intermediate,0,1,0,wed,1,2,success,2010,-1.12948,-0.630737,0.0818715
1,32,non-employed,single,jun,intermediate,0,1,1,wed,1,0,nonexistent,2010,-1.12948,-0.630737,0.0818715
1,47,employees,divorced,jun,intermediate,0,1,0,mon,1,0,nonexistent,2010,-1.12576,-0.630737,0.0818715
1,35,executives,single,jun,intermediate,0,1,0,tue,1,2,success,2010,-1.1247,-0.630737,0.0818715
1,34,executives,married,jun,intermediate,0,1,0,wed,1,4,success,2010,-1.12364,-0.630737,0.0818715
1,29,employees,single,jun,high,0,1,0,wed,1,3,success,2010,-1.12364,-0.630737,0.0818715
1,34,employees,married,jun,high,0,0,0,wed,1,2,success,2010,-1.12364,-0.630737,0.0818715
1,33,employees,single,jun,high,0,0,0,wed,1,1,success,2010,-1.12364,-0.630737,0.0818715
1,44,executives,married,jun,high,0,1,0,wed,1,3,failure,2010,-1.12364,-0.630737,0.0818715
1,44,executives,married,jun,high,0,0,0,wed,2,1,failure,2010,-1.12364,-0.630737,0.0818715
1,28,employees,married,jun,intermediate,0,0,1,wed,2,2,success,2010,-1.12364,-0.630737,0.0818715
1,29,employees,single,jun,high,0,0,0,wed,2,4,success,2010,-1.12364,-0.630737,0.0818715
1,50,executives,married,jun,high,0,0,0,mon,5,1,success,2010,-1.12098,-0.630737,0.0818715
1,36,executives,divorced,jun,high,0,1,0,mon,1,4,success,2010,-1.12098,-0.630737,0.0818715
1,23,non-employed,single,jun,intermediate,0,1,0,mon,1,1,success,2010,-1.12098,-0.630737,0.0818715
1,39,executives,married,jun,high,0,1,0,mon,1,5,success,2010,-1.12098,-0.630737,0.0818715
1,89,non-employed,divorced,jun,basic,0,0,0,mon,1,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,30,employees,married,jun,high,0,1,0,mon,1,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,21,non-employed,single,jun,intermediate,0,1,0,mon,1,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,30,employees,married,jun,high,0,0,0,mon,4,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,36,employees,single,jun,high,0,0,1,mon,1,4,success,2010,-1.12098,-0.630737,0.0818715
1,39,executives,married,jun,high,0,1,0,mon,2,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,59,non-employed,married,jun,basic,0,1,0,mon,1,2,success,2010,-1.12098,-0.630737,0.0818715
1,35,employees,single,jun,high,0,1,0,mon,1,1,success,2010,-1.12098,-0.630737,0.0818715
1,22,non-employed,single,jun,intermediate,0,0,1,mon,1,2,failure,2010,-1.12098,-0.630737,0.0818715
1,29,employees,single,jun,high,0,1,0,mon,2,1,failure,2010,-1.12098,-0.630737,0.0818715
1,25,non-employed,single,jun,intermediate,0,0,0,mon,2,0,nonexistent,2010,-1.12098,-0.630737,0.0818715
1,31,executives,married,jun,intermediate,0,1,0,tue,2,1,success,2010,-1.11938,-0.630737,0.0818715
1,29,employees,married,jun,intermediate,0,1,0,tue,2,1,success,2010,-1.11938,-0.630737,0.0818715
1,56,executives,married,jun,basic,0,1,0,tue,1,2,success,2010,-1.11938,-0.630737,0.0818715
1,60,employees,married,jun,basic,0,1,0,tue,3,1,failure,2010,-1.11938,-0.630737,0.0818715
1,31,executives,married,jun,intermediate,0,1,0,tue,5,2,success,2010,-1.11938,-0.630737,0.0818715
1,31,executives,married,jun,intermediate,0,1,0,tue,1,0,nonexistent,2010,-1.11938,-0.630737,0.0818715
1,29,employees,married,jun,intermediate,0,1,0,wed,1,1,failure,2010,-1.11726,-0.630737,0.0818715
1,29,employees,married,jun,intermediate,0,1,0,wed,3,0,nonexistent,2010,-1.11726,-0.630737,0.0818715
1,24,non-employed,single,jun,intermediate,0,0,0,wed,6,1,success,2010,-1.11726,-0.630737,0.0818715
1,28,executives,single,jun,high,0,1,0,thu,3,2,success,2010,-1.11619,-0.630737,0.0818715
1,28,executives,single,jun,high,0,1,0,thu,1,1,success,2010,-1.11619,-0.630737,0.0818715
1,43,employees,married,jun,intermediate,0,1,1,thu,1,0,nonexistent,2010,-1.11619,-0.630737,0.0818715
1,28,executives,single,jun,high,0,1,0,thu,1,0,nonexistent,2010,-1.11619,-0.630737,0.0818715
1,24,non-employed,single,jun,intermediate,0,0,1,thu,2,2,failure,2010,-1.11619,-0.630737,0.0818715
1,70,employees,married,jun,basic,0,0,1,fri,1,1,success,2010,-1.1146,-0.630737,0.0818715
1,30,employees,married,jun,intermediate,0,1,0,fri,1,1,success,2010,-1.1146,-0.630737,0.0818715
1,36,executives,married,jun,high,0,0,0,tue,1,2,success,2010,-1.11194,-0.630737,0.0818715
1,32,employees,single,jun,high,0,0,0,tue,1,2,success,2010,-1.11194,-0.630737,0.0818715
1,36,employees,single,jun,high,0,0,0,wed,1,1,success,2010,-1.11088,-0.630737,0.0818715
1,36,employees,single,jun,intermediate,0,1,1,wed,2,1,success,2010,-1.11088,-0.630737,0.0818715
1,36,employees,single,jun,high,0,1,1,wed,1,0,nonexistent,2010,-1.11088,-0.630737,0.0818715
1,36,employees,single,jun,intermediate,0,0,0,wed,1,1,success,2010,-1.11088,-0.630737,0.0818715
1,37,employees,married,jun,intermediate,0,0,0,wed,3,0,nonexistent,2010,-1.11088,-0.630737,0.0818715
1,59,executives,married,jun,intermediate,0,0,0,thu,4,1,failure,2010,-1.10929,-0.630737,0.0818715
1,44,employees,divorced,jun,intermediate,0,1,0,thu,1,0,nonexistent,2010,-1.10929,-0.630737,0.0818715
1,69,non-employed,divorced,jun,intermediate,0,0,0,fri,6,2,failure,2010,-1.1061,-0.630737,0.0818715
1,37,executives,single,jun,high,0,1,0,fri,1,2,failure,2010,-1.1061,-0.630737,0.0818715
1,23,non-employed,single,jun,basic,0,0,0,fri,1,1,success,2010,-1.1061,-0.630737,0.0818715
1,83,non-employed,divorced,jun,basic,0,0,1,fri,2,0,nonexistent,2010,-1.1061,-0.630737,0.0818715
1,27,employees,single,jun,high,0,1,0,fri,2,1,failure,2010,-1.1061,-0.630737,0.0818715
1,51,employees,married,jun,high,0,0,0,mon,4,0,nonexistent,2010,-1.10291,-0.630737,0.0818715
1,51,employees,married,jun,high,0,1,0,mon,3,3,success,2010,-1.10291,-0.630737,0.0818715
1,53,executives,divorced,jun,high,0,0,0,mon,1,0,nonexistent,2010,-1.10291,-0.630737,0.0818715
1,51,employees,married,jun,basic,0,0,1,mon,1,1,success,2010,-1.10291,-0.630737,0.0818715
1,34,employees,single,jun,high,0,1,0,mon,1,0,nonexistent,2010,-1.10291,-0.630737,0.0818715
1,32,employees,single,jun,intermediate,0,0,0,mon,1,2,success,2010,-1.10291,-0.630737,0.0818715
1,37,employees,married,jun,high,0,0,0,mon,1,0,nonexistent,2010,-1.10291,-0.630737,0.0818715
1,62,employees,married,jun,intermediate,0,1,0,mon,4,3,success,2010,-1.10291,-0.630737,0.0818715
1,38,executives,single,jun,high,0,1,0,mon,6,0,nonexistent,2010,-1.10291,-0.630737,0.0818715
1,36,executives,married,jun,high,0,0,0,tue,1,1,failure,2010,-1.09919,-0.630737,0.0818715
1,34,non-employed,single,jun,high,0,0,0,tue,1,0,nonexistent,2010,-1.09919,-0.630737,0.0818715
1,56,non-employed,married,jun,intermediate,0,0,0,tue,1,1,success,2010,-1.09919,-0.630737,0.0818715
1,64,non-employed,married,jun,intermediate,0,0,0,tue,1,3,failure,2010,-1.09919,-0.630737,0.0818715
1,27,employees,single,jun,intermediate,0,0,0,tue,2,0,nonexistent,2010,-1.09919,-0.630737,0.0818715
1,25,non-employed,single,jun,intermediate,0,1,1,tue,2,3,success,2010,-1.09919,-0.630737,0.0818715
1,38,executives,married,jun,basic,0,0,0,tue,1,3,success,2010,-1.09919,-0.630737,0.0818715
1,34,non-employed,single,jun,high,0,1,0,tue,2,0,nonexistent,2010,-1.09919,-0.630737,0.0818715
1,26,employees,married,jun,intermediate,0,0,0,wed,4,3,failure,2010,-1.096,-0.630737,0.0818715
1,30,executives,single,jun,high,0,1,0,wed,1,2,failure,2010,-1.096,-0.630737,0.0818715
1,33,employees,married,jun,intermediate,0,1,0,wed,2,2,success,2010,-1.096,-0.630737,0.0818715
1,56,non-employed,married,jun,basic,0,1,0,wed,2,2,success,2010,-1.096,-0.630737,0.0818715
1,21,non-employed,single,jun,intermediate,0,1,1,wed,2,0,nonexistent,2010,-1.096,-0.630737,0.0818715
1,26,employees,married,jun,intermediate,0,1,1,wed,2,1,failure,2010,-1.096,-0.630737,0.0818715
1,66,non-employed,married,jun,basic,0,0,1,wed,2,0,nonexistent,2010,-1.096,-0.630737,0.0818715
1,26,employees,married,jun,intermediate,0,0,0,wed,5,0,nonexistent,2010,-1.096,-0.630737,0.0818715
1,60,executives,married,jul,high,0,1,1,thu,1,2,success,2010,-1.08802,-0.630737,-0.00648219
1,37,employees,single,jul,intermediate,0,0,0,thu,2,3,success,2010,-1.08802,-0.630737,-0.00648219
1,38,employees,married,jul,intermediate,0,0,0,thu,2,2,success,2010,-1.08802,-0.630737,-0.00648219
1,27,employees,single,jul,intermediate,0,0,0,fri,3,0,nonexistent,2010,-1.08377,-0.630737,-0.00648219
1,33,employees,married,jul,high,0,1,1,fri,3,0,nonexistent,2010,-1.08377,-0.630737,-0.00648219
1,55,employees,married,jul,high,0,1,0,fri,1,2,failure,2010,-1.08377,-0.630737,-0.00648219
1,35,employees,single,jul,high,0,0,0,fri,5,1,success,2010,-1.08377,-0.630737,-0.00648219
1,25,employees,single,jul,basic,0,0,1,fri,1,0,nonexistent,2010,-1.08377,-0.630737,-0.00648219
1,48,employees,single,jul,high,0,1,0,fri,2,1,success,2010,-1.08377,-0.630737,-0.00648219
1,34,executives,single,jul,high,0,1,0,mon,3,0,nonexistent,2010,-1.08218,-0.630737,-0.00648219
1,41,employees,divorced,jul,high,0,0,0,mon,2,0,nonexistent,2010,-1.08218,-0.630737,-0.00648219
1,41,employees,divorced,jul,high,0,1,0,mon,1,2,success,2010,-1.08218,-0.630737,-0.00648219
1,21,non-employed,single,jul,basic,0,1,0,tue,2,0,nonexistent,2010,-1.08005,-0.630737,-0.00648219
1,46,employees,married,jul,intermediate,0,1,0,tue,1,0,nonexistent,2010,-1.08005,-0.630737,-0.00648219
1,46,employees,married,jul,intermediate,0,1,0,tue,3,2,failure,2010,-1.08005,-0.630737,-0.00648219
1,29,employees,single,jul,intermediate,0,0,0,tue,1,0,nonexistent,2010,-1.08005,-0.630737,-0.00648219
1,46,employees,married,jul,intermediate,0,1,1,tue,1,2,success,2010,-1.08005,-0.630737,-0.00648219
1,43,employees,married,jul,high,0,0,0,tue,3,1,failure,2010,-1.08005,-0.630737,-0.00648219
1,83,employees,divorced,jul,basic,0,1,0,tue,2,1,success,2010,-1.08005,-0.630737,-0.00648219
1,55,employees,married,jul,intermediate,0,0,0,wed,1,1,success,2010,-1.07739,-0.630737,-0.00648219
1,33,employees,married,jul,intermediate,0,1,1,wed,2,1,failure,2010,-1.07739,-0.630737,-0.00648219
1,35,employees,married,jul,intermediate,0,1,0,wed,2,1,success,2010,-1.07739,-0.630737,-0.00648219
1,36,employees,married,jul,intermediate,0,0,0,wed,2,0,nonexistent,2010,-1.07739,-0.630737,-0.00648219
1,34,employees,single,jul,intermediate,0,0,0,wed,1,1,failure,2010,-1.07739,-0.630737,-0.00648219
1,75,non-employed,married,jul,high,0,1,0,thu,1,2,failure,2010,-1.07314,-0.630737,-0.00648219
1,29,employees,single,jul,intermediate,0,1,0,thu,1,1,success,2010,-1.07314,-0.630737,-0.00648219
1,25,employees,single,jul,intermediate,0,0,1,thu,2,4,success,2010,-1.07314,-0.630737,-0.00648219
1,58,employees,married,jul,intermediate,0,1,1,thu,2,0,nonexistent,2010,-1.07314,-0.630737,-0.00648219
1,25,employees,single,jul,intermediate,0,0,0,thu,2,0,nonexistent,2010,-1.07314,-0.630737,-0.00648219
1,34,employees,single,jul,high,0,0,0,thu,3,0,nonexistent,2010,-1.07314,-0.630737,-0.00648219
1,34,employees,married,jul,high,0,1,0,thu,1,2,failure,2010,-1.07314,-0.630737,-0.00648219
1,72,non-employed,married,jul,basic,0,0,1,fri,4,1,success,2010,-1.06676,-0.630737,-0.00648219
1,26,non-employed,married,jul,intermediate,0,1,0,fri,7,0,nonexistent,2010,-1.06676,-0.630737,-0.00648219
1,46,employees,married,jul,high,0,1,0,fri,3,0,nonexistent,2010,-1.06676,-0.630737,-0.00648219
1,79,non-employed,married,jul,basic,0,0,1,fri,1,1,failure,2010,-1.06676,-0.630737,-0.00648219
1,39,employees,divorced,jul,high,0,1,1,mon,10,1,failure,2010,-1.06411,-0.630737,-0.00648219
1,59,non-employed,divorced,jul,basic,0,0,1,mon,3,2,failure,2010,-1.06411,-0.630737,-0.00648219
1,39,employees,divorced,jul,high,0,0,1,mon,3,0,nonexistent,2010,-1.06411,-0.630737,-0.00648219
1,35,executives,single,jul,intermediate,0,0,0,mon,4,0,nonexistent,2010,-1.06411,-0.630737,-0.00648219
1,24,employees,single,jul,intermediate,0,0,0,mon,1,1,success,2010,-1.06411,-0.630737,-0.00648219
1,19,non-employed,single,jul,basic,0,0,1,mon,1,2,success,2010,-1.06411,-0.630737,-0.00648219
1,59,non-employed,divorced,jul,basic,0,1,1,mon,1,1,success,2010,-1.06411,-0.630737,-0.00648219
1,28,non-employed,single,jul,intermediate,0,1,0,mon,2,1,success,2010,-1.06411,-0.630737,-0.00648219
1,73,non-employed,married,jul,basic,0,1,0,tue,1,0,nonexistent,2010,-1.05985,-0.630737,-0.00648219
1,29,employees,single,jul,intermediate,0,0,0,tue,2,3,success,2010,-1.05985,-0.630737,-0.00648219
1,22,employees,single,jul,intermediate,0,0,0,tue,1,1,failure,2010,-1.05985,-0.630737,-0.00648219
1,83,non-employed,married,jul,high,0,1,0,tue,1,2,success,2010,-1.05985,-0.630737,-0.00648219
1,83,non-employed,married,jul,high,0,0,0,tue,1,1,success,2010,-1.05985,-0.630737,-0.00648219
1,66,non-employed,married,jul,intermediate,0,0,0,tue,1,0,nonexistent,2010,-1.05985,-0.630737,-0.00648219
1,66,non-employed,married,jul,intermediate,0,1,0,tue,1,0,nonexistent,2010,-1.05985,-0.630737,-0.00648219
1,31,non-employed,single,jul,high,0,1,0,tue,1,3,success,2010,-1.05985,-0.630737,-0.00648219
1,35,executives,single,jul,intermediate,0,1,0,tue,1,1,success,2010,-1.05985,-0.630737,-0.00648219
1,35,executives,single,jul,intermediate,0,1,0,tue,1,2,success,2010,-1.05985,-0.630737,-0.00648219
1,22,employees,single,jul,intermediate,0,0,0,tue,3,1,failure,2010,-1.05985,-0.630737,-0.00648219
1,35,executives,single,jul,intermediate,0,1,0,tue,6,1,success,2010,-1.05985,-0.630737,-0.00648219
1,29,employees,single,jul,intermediate,0,1,0,tue,3,1,success,2010,-1.05985,-0.630737,-0.00648219
1,53,employees,single,jul,basic,0,0,0,wed,1,2,success,2010,-1.0572,-0.630737,-0.00648219
1,30,non-employed,single,jul,intermediate,0,1,0,wed,4,2,failure,2010,-1.0572,-0.630737,-0.00648219
1,29,executives,single,jul,basic,0,1,0,wed,1,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,53,employees,single,jul,basic,0,1,0,wed,1,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,45,executives,married,jul,high,0,1,0,wed,2,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,29,executives,single,jul,basic,0,1,0,wed,1,1,success,2010,-1.0572,-0.630737,-0.00648219
1,29,employees,single,jul,high,0,1,0,wed,1,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,34,employees,married,jul,basic,0,0,0,wed,1,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,53,employees,single,jul,basic,0,1,0,wed,2,0,nonexistent,2010,-1.0572,-0.630737,-0.00648219
1,35,employees,married,jul,high,0,1,0,wed,2,1,failure,2010,-1.0572,-0.630737,-0.00648219
1,23,employees,single,jul,basic,0,1,0,thu,5,1,failure,2010,-1.05401,-0.630737,-0.00648219
1,52,executives,married,jul,basic,0,1,0,thu,1,1,success,2010,-1.05401,-0.630737,-0.00648219
1,50,executives,married,jul,high,0,1,0,thu,1,0,nonexistent,2010,-1.05401,-0.630737,-0.00648219
1,37,employees,married,jul,intermediate,0,0,0,thu,1,2,success,2010,-1.05401,-0.630737,-0.00648219
1,28,employees,single,jul,intermediate,0,1,0,thu,1,1,success,2010,-1.05401,-0.630737,-0.00648219
1,30,employees,single,jul,high,0,0,0,thu,1,2,success,2010,-1.05401,-0.630737,-0.00648219
1,20,non-employed,single,jul,basic,0,1,0,thu,3,3,success,2010,-1.05401,-0.630737,-0.00648219
1,80,non-employed,married,jul,basic,0,0,0,thu,2,0,nonexistent,2010,-1.05401,-0.630737,-0.00648219
1,70,non-employed,divorced,jul,basic,0,0,0,thu,2,2,success,2010,-1.05401,-0.630737,-0.00648219
1,35,employees,married,jul,high,0,0,0,thu,2,1,success,2010,-1.05401,-0.630737,-0.00648219
1,23,employees,single,jul,basic,0,0,0,thu,4,1,failure,2010,-1.05401,-0.630737,-0.00648219
1,28,employees,single,jul,high,0,1,0,thu,2,0,nonexistent,2010,-1.05401,-0.630737,-0.00648219
1,47,employees,single,jul,basic,0,1,1,thu,2,1,success,2010,-1.05401,-0.630737,-0.00648219
1,31,employees,single,jul,high,0,1,0,fri,2,2,success,2010,-1.04604,-0.630737,-0.00648219
1,60,employees,married,jul,high,0,0,0,fri,1,2,success,2010,-1.04604,-0.630737,-0.00648219
1,51,employees,married,jul,high,0,0,1,fri,1,0,nonexistent,2010,-1.04604,-0.630737,-0.00648219
1,29,employees,single,jul,intermediate,0,1,0,fri,2,1,success,2010,-1.04604,-0.630737,-0.00648219
1,26,executives,single,jul,high,0,1,0,fri,3,2,success,2010,-1.04604,-0.630737,-0.00648219
1,59,executives,married,jul,intermediate,0,1,0,fri,2,1,success,2010,-1.04604,-0.630737,-0.00648219
1,22,employees,single,jul,high,0,1,0,mon,1,2,failure,2010,-1.04125,-0.630737,-0.00648219
1,56,executives,married,jul,intermediate,0,1,0,mon,2,1,success,2010,-1.04125,-0.630737,-0.00648219
1,49,executives,divorced,jul,intermediate,0,1,0,mon,3,1,success,2010,-1.04125,-0.630737,-0.00648219
1,78,non-employed,married,jul,basic,0,0,0,mon,1,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
1,72,non-employed,married,jul,basic,0,1,0,mon,1,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
1,78,non-employed,married,jul,basic,0,1,0,mon,2,1,failure,2010,-1.04125,-0.630737,-0.00648219
1,56,executives,married,jul,intermediate,0,0,0,mon,2,1,failure,2010,-1.04125,-0.630737,-0.00648219
1,56,non-employed,divorced,jul,basic,0,1,0,mon,6,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
1,66,non-employed,married,jul,basic,0,1,0,mon,7,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
1,78,non-employed,married,jul,basic,0,1,0,mon,1,2,success,2010,-1.04125,-0.630737,-0.00648219
1,29,employees,married,jul,high,0,1,0,mon,3,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
1,30,executives,married,jul,high,0,1,1,mon,4,0,nonexistent,2010,-1.04125,-0.630737,-0.00648219
